CLAIMS  1 char = 1 block  x -141..140 across, z -82..81 down
KEY  0 free  1 water  2 paving  3 structure  4 tree  5 boulder  6 flora  7 spawn keep-out  8 door approach  9 goal clearance  a wool-room keep-out  b structure keep-out  space void
     -4        -3        -2        -1        -0        -9        -8        -7        -6        -5        -4        -3        -2        -1         0         1         2         3         4         5         6         7         8         9         0         1         2         3         4
     109876543210987654321098765432109876543210987654321098765432109876543210987654321098765432109876543210987654321098765432109876543210987654321012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
 -82                                                                                                                                                                                                      0000000                                                                              
 -81                                                                                                                                                                                                 000000000000000                                                                           
 -19       00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000      
 -18       00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000      
 -17      000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000     
 -16      000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000    
 -15     0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               00000000000000000000000000000000000000009999999999999999999990000000000000000000000000000000000000000000000000000000000000    
 -14    00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               000000000000000000000000000000000000000099999999999999999999900000000000000000000000000000000000000000000000000000000000000   
 -13    00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               000000000000000000000000000000000000000099999999999999999999900000000000000000000000000000000000000000000000000000000000000   
 -12   000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               0000000000000000000000000000000000000000999999999999999999999000000000000000000000000000000000000000000000000000000000000000  
 -11   000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               0000000000000000000000000000000000000000999999999999999999999000000000000000000000000000000000000000000000000000000000000000  
 -10   777777777777777777777700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               0000000000000000000000000000000000000000999999999999999999999000000000000000000000000000000000000000000777777777777777777777  
  -9  bbbbbbbbbbbbbbbbb77777700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               000000000000000000000000000000000000000099999999999999999999900000000000000000000000000000000000000000077777bbbbbbbbbbbbbbbbb 
  -8  bbbbbbbbbbbbbbbbb77777700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               000000000000000000000000000000000000000099999999999999999999900000000000000000000000000000000000000000077777bbbbbbbbbbbbbbbbb 
  -7  bbbbbbbbbbbbbbbbb77777788888888888880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               000000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbb 
  -6  bbbbbbbbbbbbbbbbb77777788888888888880000000000000000000000000000999999999999999999999000000000000000000000000000000000000000                               000000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbb 
  -5  bbbbbbbbbbbbbbbbb77777788888888888880000000000000000000000000000999999999999999999999000000000000000000000000000000000000000                               000000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbb 
  -4 bbbbbbbbbbbbbbbbbb77777788888888888880000000000000000000000000000999999999999999999999000000000000000000000000000000000000000                               000000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbbb
  -3 bbbbbbbbbbbbbbbbbb77777788888888888880000000000000000000000000000999999999999999999999000000000000000000000000000000000000000                               000000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbbb
  -2 bbbbbbbbbbbbbbbbbb77777788888888888880000000000000000000000000000999999999999999999999000000000000000000000000000000000000000                               000000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbbb
  -1 bbbbbbbbbbbbbbbbbb77777788888888888880000000000000000000000000000999999999999999999999000000000000000000000000000000000000000                               000000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbbb
   0 bbbbbbbbbbbbbbbbbb777777888888888888800000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               00000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbbb
   1 bbbbbbbbbbbbbbbbbb777777888888888888800000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               00000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbbb
   2 bbbbbbbbbbbbbbbbbb777777888888888888800000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               00000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbbb
   3 bbbbbbbbbbbbbbbbbb777777888888888888800000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               00000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbbb
   4  bbbbbbbbbbbbbbbbb777777888888888888800000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               00000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbb 
   5  bbbbbbbbbbbbbbbbb777777888888888888800000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               00000000000000000000000000000000000000099999999999999999999900000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbb 
   6  bbbbbbbbbbbbbbbbb777777888888888888800000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbb 
   7  bbbbbbbbbbbbbbbbb777777888888888888800000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000888888888888877777bbbbbbbbbbbbbbbbb 
   8  bbbbbbbbbbbbbbbbb777777000000000000000000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000077777bbbbbbbbbbbbbbbbb 
   9   7777777777777777777777000000000000000000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000777777777777777777777  
  10   7777777777777777777777000000000000000000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000777777777777777777777  
  11   0000000000000000000000000000000000000000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000  
  12    000000000000000000000000000000000000000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000   
  13    000000000000000000000000000000000000000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000   
  14     00000000000000000000000000000000000000000000000000000000000009999999999999999999990000000000000000000000000000000000000000                               0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000    
  15     00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000     
  16      0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000     
  17       000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000      
  18       000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000      
  19        00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000       
  20        00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000       
  21         0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000        
  22         0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000        
  23          000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000         
  24          000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000         
  25          000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000         
  26           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000          
  27           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000          
  28           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000          
  29           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000          
  30            0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000          
  31            0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000          
  32            0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000          
  33            0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000          
  34             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000           
  35             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000           
  36             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000           
  37              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000            
  38              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000            
  39              000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000             
  40              000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000             
  41               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000              
  42               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000              
  43                0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000               
  44                0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000               
  45                 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                
  46                  00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                 
  47                    000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                  
  48                     00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                    
  49                      0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                     
  50                       000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                      
  51                         0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                       
  52                          000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                         
  53                           00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                          
  54                             00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                            
  55                              0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             
  56                                00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               
  57                                 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                
  58                                   00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  
  59                                    0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                   
  60                                     000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                    
  61                                      0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                     
  62                                       000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                      
  63                                        00000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                00000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                       
  64                                         000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                        
  65                                           000000000000000000000000000000000000000000000000000000000000000000000000000000000                                     000000000000000000000000000000000000000000000000000000000000000000000000000000000                                         
  66                                            0000000000000000000000000000000000000000000000000000000000000000000000000000000                                       0000000000000000000000000000000000000000000000000000000000000000000000000000000                                          
  67                                              000000000000000000000000000000000000000000000000000000000000000000000000000                                           000000000000000000000000000000000000000000000000000000000000000000000000000                                            
  68                                                000000000000000000000000000000000000000000000000000000000000000000000000                                              00000000000000000000000000000000000000000000000000000000000000000000000                                              
  69                                                  00000000000000000000000000000000000000000000000000000000000000000000                                                  0000000000000000000000000000000000000000000000000000000000000000000                                                
  70                                                     0000000000000000000000000000000000000000000000000000000000000000                                                     000000000000000000000000000000000000000000000000000000000000000                                                  
  71                                                       000000000000000000000000000000000000000000000000000000000000                                                          0000000000000000000000000000000000000000000000000000000000                                                    
  72                                                         00000000000000000000000000000000000000000000000000000000                                                               00000000000000000000000000000000000000000000000000000                                                      
  73                                                           0000000000000000000000000000000000000000000000000000                                                                   0000000000000000000000000000000000000000000000000                                                        
  74                                                             000000000000000000000000000000000000000000000000                                                                         0000000000000000000000000000000000000000000                                                          
  75                                                               00000000000000000000000000000000000000000000                                                                               000000000000000000000000000000000000                                                             
  76                                                                 0000000000000000000000000000000000000000                                                                                     000000000000000000000000000000                                                               
  77                                                                   00000000000000000000000000000000000                                                                                            00000000000000000000000                                                                  
  78                                                                      0000000000000000000000000000                                                                                                   0000000000000000                                                                      
  79                                                                        00000000000000000000000                                                                                                          0000000                                                                           
  80                                                                            000000000000000                                                                                                                                                                                                
  81                                                                               0000000                                                                                                                                                                                                     
placed 0, declined 0
