CLAIMS  1 char = 1 block  x -133..132 across, z -74..73 down
KEY  0 free  1 water  2 paving  3 structure  4 tree  5 boulder  6 flora  7 spawn keep-out  8 door approach  9 goal clearance  a wool-room keep-out  b structure keep-out  space void
       -3        -2        -1        -0        -9        -8        -7        -6        -5        -4        -3        -2        -1         0         1         2         3         4         5         6         7         8         9         0         1         2         3  
     32109876543210987654321098765432109876543210987654321098765432109876543210987654321098765432109876543210987654321098765432109876543210123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012
 -74                                                                                                                                                                      000                                                                                                  
 -73                                                                                                                                                                   000000000                                                                                               
  34                  00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000              
  35                    000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000               
  36                     00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                
  37                      00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                 
  38                       0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                   
  39                        000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                    
  40                          0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                      
  41                           000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                        
  42                            00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                          
  43                             0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                            
  44                               00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                              
  45                                0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                               
  46                                 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                
  47                                  00000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                 
  48                                   0000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             000000000000000000000000000000000000000000000000000000000000000000000000000000000000                                  
  49                                    000000000000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000000000000                                   
  50                                     00000000000000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000000000000000                                    
  51                                      0000000000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000000000                                      
  52                                       000000000000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000000000000                                       
  53                                         0000000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000000                                         
  54                                          000000000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000000000                                          
  55                                            0000000000000000000000000000000000000000000000000000000000000000000000000000                             00000000000000000000000000000000000000000000000000000000000000000000000000                                            
  56                                              00000000000000000000000000000000000000000000000000000000000000000000000000                             000000000000000000000000000000000000000000000000000000000000000000000000                                              
  57                                                000000000000000000000000000000000000000000000000000000000000000000000000                             0000000000000000000000000000000000000000000000000000000000000000000000                                                
  58                                                  000000000000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000000000000000000000                                                  
  59                                                     000000000000000000000000000000000000000000000000000000000000000000                              0000000000000000000000000000000000000000000000000000000000000000                                                      
  60                                                        000000000000000000000000000000000000000000000000000000000000000                              000000000000000000000000000000000000000000000000000000000000                                                          
  61                                                           000000000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000000000                                                                    
  62                                                               00000000000000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000000                                                                          
  63                                                                          000000000000000000000000000000000000000000000                              00000000000000000000000000000000000000000                                                                             
  64                                                                               0000000000000000000000000000000000000000                               00000000000000000000000000000000000000                                                                               
  65                                                                                  000000000000000000000000000000000000                                000000000000000000000000000000000000                                                                                 
  66                                                                                    0000000000000000000000000000000000                                00000000000000000000000000000000000                                                                                  
  67                                                                                      00000000000000000000000000000000                                00000000000000000000000000000000                                                                                     
  68                                                                                       00000000000000000000000000000                                    0000000000000000000000000000                                                                                       
  69                                                                                          00000000000000000000000                                          00000000000000000000000                                                                                         
  70                                                                                            000000000000000000                                                 00000000000000000                                                                                           
  71                                                                                              0000000000000                                                         0000000000                                                                                             
  72                                                                                                00000000                                                                                                                                                                   
  73                                                                                                   00                                                                                                                                                                      
placed 0, declined 0
